142,Fruits,pears,no.,70,0.8,0.3,16.1,10.8,8.2,129.6,0,40,37.8,0,0,0.68,20.2,9.4,0,81,0.54,0.3,1.4,0
143,Fruits,prunes dehydrated,no.,32,0.4,0.1,8.5,6.8,0.5,100.5,0,19,41.8,0,0.07,0.33,10.6,6.1,0.03,10,0.06,0.3,0,0
144,Fruits,prunes fresh,no.,37,0.3,0.2,8.4,6.6,0.7,106.3,0,20,44.22,0,0.07,0.33,11.9,5.9,0.03,10,0.06,0.3,0,0
145,Fruits,raiavla,no.,3,0.1,0.1,0.6,0.6,0.2,0,32.5,2,1.6,0,0.01,0.04,0.6,0,0,2,0,0,0,0
146,Fruits,ramphal,no.,42,0.8,0.1,9.4,6,2.4,0,1.8,12,38.4,0,0.05,0.11,6,0,0,12,0.03,0.4,0,0.5
147,Fruits,stawberry,no.,7,0.1,0,1.5,4.5,0.2,0,6.2,3,8.4,0,0.01,0.01,4.5,0,0,4,0,0,0,0.3
148,Fruits,sweetlime,no.,30,0.6,0.2,6.5,28,1.4,343,28.7,16,28,0,0.04,0.09,21,0,0,7,0.04,0,0,2.5
149,Fruits,tamarind,no.,28,0.3,0,6.7,17,0,0,0.8,1,2.4,0,0.01,0.03,11,4.1,0.06,1,0,0.1,0,0
150,Fruits,ziziphegus,no.,7,0.1,0,0,0,0,0,0.3,2,1.6,0,0.01,0.01,0,0,0,1,0,0,0,0
151,Fruits,jackfruit,piece,40,0.9,0,8.9,9,1.3,0,0.5,63,10.8,0,0.04,0.09,18.4,10.8,0.03,63,0.01,0.2,7.6,0.5
152,Fruits,papaya,piece,18,0.3,0.1,4,9.4,3.3,38,8.8,14,366.3,0,0.03,0.03,7.2,6.1,0,22,0.01,0.1,2.2,0.7
153,Fruits,pineapple,piece,23,0.2,0.1,5.4,10,17.5,18.5,8,80,16,0,0.05,0.03,4.5,16.5,0.28,20,0.03,0.1,1,0.4
154,Fruits,dalimb dane,small bowl,42,1,0.1,9.4,6.5,0.6,86.4,10.4,13,10.4,0,0.01,0.13,45.5,28.6,0.5,6,0.03,0.2,7.1,1.4
155,Fruits,kharbuj,small bowl,11,0.2,0.1,2.3,20.8,68,221.6,16.9,52,109.85,0,0,0.91,9.1,20.1,0,72,0.02,0.2,0,0.3
156,Fruits,watermelon,small bowl,10,0.1,0.1,2.1,7.1,17.7,104,1.9,6,5.2,0,0.04,0.03,7.8,8.4,0,6,0.01,0.1,0,0.1
157,Milk Product,cheese,cube,71,1.6,6,2.7,136.1,107.8,22.5,0,12,297.25,7.5,0.09,0.1,89.6,2.8,0,32,0.01,0,0,0
158,Milk Product,milk buffalo,cup,152,5.6,8.4,6.5,218.4,24.7,117,1.3,130,208,7.3,0.39,0.26,117,40.3,0,52,0.06,0.1,0,0
159,Milk Product,milk cow,cup,74,3.5,4.5,4.8,132,80.3,154,0,201,30.8,22,0.43,0.06,99,11,0,48,0.01,0.1,0,0
160,Milk Product,milk whole with 3.25% fat ,cup,78,4.2,4.2,5.9,146.9,0,185.9,0,238,6.5,0,0.52,0.04,118.3,13,0,57,0.01,0.1,0,0
161,Milk Product,buttermilk,glass,34,1.8,2.5,0,40.5,0,0,2.3,276,354.2,7.1,0.28,0.23,40.1,0,0,28,0,0,0,0
162,Milk Product,lassi,glass,147,2.2,2.8,28.6,105.4,545.6,89.2,8.4,0,0,0,0.02,0.09,64.1,0,0,0,0.02,0.1,0,0
163,Milk Product,curds buffalo milk,small bowl,72,3.7,4.4,9,117.1,27.5,104.5,1.1,176,633.6,13.8,0.65,0.22,72.9,11,0,55,0.01,0.1,0,0
164,Milk Product,curds cows milk,small bowl,57,2.9,2.7,5.4,141.6,30.4,123.5,0.9,152,29.45,11.9,0,0.19,88.3,0,0,48,0,0.1,0,0
